0.8613432835820896, 0.21763809272980217, 0.33077647949594713 
0.8480090311986864, 0.24497736713437374, 0.35992762066830214 
0.8476397679324894, 0.26070867564814737, 0.38203876497892036 
0.8372486888111889, 0.28512083365806773, 0.41289096080673987 
0.7910839160839161, 0.29956722986803697, 0.42581253775246836 
0.7679669203747073, 0.3170576748392229, 0.4430772147491048 
0.7569814952387384, 0.3433994548493815, 0.4689110476755025 
0.7370421773612112, 0.36228964491528687, 0.48421221944042875 
0.7237794574351479, 0.38139656717701476, 0.49830033912210264 
0.6687200718276137, 0.40849338258545886, 0.5045626130731871 
0.6328553680355038, 0.4420282807801149, 0.5136972543027907 
0.6190635237460593, 0.4829034634152022, 0.5314884605251995 
0.5835653913726723, 0.5164661879858138, 0.5339606692259494 
0.5364430513836286, 0.5452751373514396, 0.5264696022329747 
0.47642040022296306, 0.5739606036744702, 0.508949616658595 
0.4017798459638479, 0.6068368789847147, 0.47658338927464705 
0.36666435848082246, 0.6727299891964235, 0.4698618711460844 
0.31452510900667086, 0.6872867111082446, 0.4283581748893167 
0.26983872876413856, 0.7121730932717727, 0.38827989059439805 
0.2116247374817398, 0.7163360758830312, 0.3224637489201571 
0.8613432835820896, 0.21763809272980217, 0.33077647949594713 
0.42888349840811635, 0.37108629760332545, 0.3796798383888849 
